,Código DANE,Municipio,Departamento,clasificacion,Recurso Natural,min agrupado,Año Liquidado,Periodo,Regalías causadas,Índice,year,regalias_causadas_pc,indice_2024
919,50680,San Carlos de Guaroa,Meta,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,13622482.0,78.05,2012,25368220.57335554,53.69900486559081
920,50689,San Martin - Meta,Meta,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,26928737.14,78.05,2012,50147553.399551675,53.69900486559081
921,50711,Vistahermosa,Meta,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,82213.45000000001,78.05,2012,153100.5094149904,53.69900486559081
922,50711,Vistahermosa,Meta,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,30912.0,78.05,2012,57565.31257399103,53.69900486559081
923,52001,Pasto,Nariño,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2012,2012,86598.0,78.05,2012,161265.55830365152,53.69900486559081
924,52001,Pasto,Nariño,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,818471.3,78.05,2012,1524183.3662442025,53.69900486559081
925,52001,Pasto,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,15404.0,78.05,2012,28685.820228058936,53.69900486559081
926,52001,Pasto,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,3267036.99,78.05,2012,6083980.509838925,53.69900486559081
927,52001,Pasto,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,5946544.54,78.05,2012,11073844.952777553,53.69900486559081
928,52051,Arboleda,Nariño,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,2012,369076.0,78.05,2012,687305.1016937861,53.69900486559081
929,52051,Arboleda,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,373283.4,78.05,2012,695140.2562008969,53.69900486559081
930,52079,Barbacoas,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,1389082884.06,78.05,2012,2586794462.0889893,53.69900486559081
931,52079,Barbacoas,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,254463.03,78.05,2012,473869.1725050096,53.69900486559081
932,52210,Contadero,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,19427.0,78.05,2012,36177.57917232543,53.69900486559081
933,52224,Cuaspud,Nariño,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,15317.0,78.05,2012,28523.806052530428,53.69900486559081
934,52224,Cuaspud,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,160088.85,78.05,2012,298122.5637247918,53.69900486559081
935,52233,Cumbitara,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,687313017.11,78.05,2012,1279936227.5527303,53.69900486559081
936,52233,Cumbitara,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,239949.11,78.05,2012,446840.8876488405,53.69900486559081
937,52233,Cumbitara,Nariño,Metales Preciosos (Gr),PLATINO,Platino (Gr),2012,2012,3124832.39,78.05,2012,5819162.56701868,53.69900486559081
938,52287,Funes,Nariño,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,4952612.0,78.05,2012,9222912.067730943,53.69900486559081
939,52352,Iles,Nariño,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,1350170.99,78.05,2012,2514331.491578834,53.69900486559081
940,52352,Iles,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,382013.0,78.05,2012,711396.7958180654,53.69900486559081
941,52352,Iles,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,460182.97,78.05,2012,856967.4077794234,53.69900486559081
942,52356,Ipiales,Nariño,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2012,2012,20684.73,78.05,2012,38519.764103215886,53.69900486559081
943,52356,Ipiales,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,92881.78,78.05,2012,172967.413888738,53.69900486559081
944,52356,Ipiales,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,284767.5,78.05,2012,530303.123331198,53.69900486559081
945,52385,La Llanada,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,575080173.39,78.05,2012,1070932645.4548496,53.69900486559081
946,52385,La Llanada,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,58850.98,78.05,2012,109594.17245683537,53.69900486559081
947,52399,La Union - Nariño,Nariño,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,70345.2,78.05,2012,130999.07563664317,53.69900486559081
948,52399,La Union - Nariño,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,1782023.0,78.05,2012,3318540.0818142216,53.69900486559081
949,52418,Los Andes,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,499799543.37,78.05,2012,930742654.5817817,53.69900486559081
950,52427,Magüi,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,913934360.64,78.05,2012,1701957723.2903807,53.69900486559081
951,52427,Magüi,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,248937.62,78.05,2012,463579.577727918,53.69900486559081
952,52506,Ospina,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,6125981.0,78.05,2012,11407997.25308392,53.69900486559081
953,52540,Policarpa,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,3548177.67,78.05,2012,6607529.653261038,53.69900486559081
954,52621,Roberto Payan,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,1690225175.67,78.05,2012,3147591244.755191,53.69900486559081
955,52621,Roberto Payan,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,334246.94,78.05,2012,622445.3150232928,53.69900486559081
956,52678,Samaniego,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,39484.0,78.05,2012,73528.36444330557,53.69900486559081
957,52678,Samaniego,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,87179.98999999999,78.05,2012,162349.3586486611,53.69900486559081
958,52678,Samaniego,Nariño,Otro Mineral Metalico (Ton),MANGANESO,Otro Min met (Ton),2012,2012,373867.0,78.05,2012,696227.0547392697,53.69900486559081
959,52693,San Pablo - Nariño,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,98655.0,78.05,2012,183718.48835361947,53.69900486559081
960,52694,San Pedro de Cartago,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,2274939.0,78.05,2012,4236463.982329276,53.69900486559081
961,52696,Santa Barbara - Nariño,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,2830178830.73,78.05,2012,5270449308.723632,53.69900486559081
962,52696,Santa Barbara - Nariño,Nariño,Metales Preciosos (Gr),PLATINO,Platino (Gr),2012,2012,2105372.72,78.05,2012,3920692.246103575,53.69900486559081
963,52699,Santacruz,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,1741898.23,78.05,2012,3243818.45503467,53.69900486559081
964,52699,Santacruz,Nariño,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,13512.89,78.05,2012,25164.134854682896,53.69900486559081
965,52720,Sapuyes,Nariño,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2012,2012,166269.83,78.05,2012,309632.98187028826,53.69900486559081
966,52720,Sapuyes,Nariño,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,2012,256728.18,78.05,2012,478087.40709924407,53.69900486559081
967,52720,Sapuyes,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,53818.82,78.05,2012,100223.12356571428,53.69900486559081
968,52835,San Andres de Tumaco,Nariño,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,2730113.0,78.05,2012,5084103.526375401,53.69900486559081
969,52835,San Andres de Tumaco,Nariño,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,81253015.34,78.05,2012,151311957.35075015,53.69900486559081
970,52838,Tuquerres,Nariño,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,28349.58,78.05,2012,52793.49230206278,53.69900486559081
971,52838,Tuquerres,Nariño,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,85779.03,78.05,2012,159740.44624235746,53.69900486559081
972,52885,Yacuanquer,Nariño,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2012,2012,82145.0,78.05,2012,152973.0396412556,53.69900486559081
973,54001,Cucuta,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,2427059365.54,78.05,2012,4519747380.077072,53.69900486559081
974,54001,Cucuta,Norte de Santander,Carbon térmico (Ton),CARBON TERMICO,Carbon térmico (Ton),2012,2012,13261838.05,78.05,2012,24696617.9041763,53.69900486559081
975,54001,Cucuta,Norte de Santander,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,2012,855010.87,78.05,2012,1592228.5192064575,53.69900486559081
976,54001,Cucuta,Norte de Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,1746259.0,78.05,2012,3251939.220048687,53.69900486559081
977,54001,Cucuta,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,7239304.0,78.05,2012,13481262.861611787,53.69900486559081
978,54001,Cucuta,Norte de Santander,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,53991.0,78.05,2012,100543.76265470852,53.69900486559081
979,54001,Cucuta,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CAOLINITICA,Arcillas (Ton),2012,2012,504000.0,78.05,2012,938564.8789237668,53.69900486559081
980,54001,Cucuta,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,753908.0,78.05,2012,1403951.5292453556,53.69900486559081
981,54001,Cucuta,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS FERRUGINOSAS,Arcillas (Ton),2012,2012,1636816.76,78.05,2012,3048132.3892257786,53.69900486559081
982,54001,Cucuta,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,11817547.48,78.05,2012,22007013.928059656,53.69900486559081
983,54001,Cucuta,Norte de Santander,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2012,2012,8999.44,78.05,2012,16759.044273773223,53.69900486559081
984,54003,Abrego,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,1460572.98,78.05,2012,2719925.5994702885,53.69900486559081
985,54051,Arboledas - Norte de Santander,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,121269993.75,78.05,2012,225832851.19256887,53.69900486559081
986,54099,Bochalema,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,415948587.44000006,78.05,2012,774592729.3832053,53.69900486559081
987,54099,Bochalema,Norte de Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,98655.0,78.05,2012,183718.48835361947,53.69900486559081
988,54099,Bochalema,Norte de Santander,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2012,2012,428586.0,78.05,2012,798126.5222190904,53.69900486559081
989,54109,Bucarasica,Norte de Santander,Otro Mineral No Metalico (Ton),FELDESPATOS,Otros Min no Met (Ton),2012,2012,3014138.0,78.05,2012,5613023.942518898,53.69900486559081
990,54125,Cacota,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,69207568.42,78.05,2012,128880541.81493177,53.69900486559081
991,54172,Chinacota,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,87501654.19,78.05,2012,162948371.96521163,53.69900486559081
992,54174,Chitaga,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,18643258.03,78.05,2012,34718069.872364074,53.69900486559081
993,54239,Durania,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,281319866.19,78.05,2012,523882829.66164213,53.69900486559081
994,54261,El Zulia,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,2062608956.72,78.05,2012,3841056201.8471904,53.69900486559081
995,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,2012,72995.0,78.05,2012,135933.61773222295,53.69900486559081
996,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,92580.0,78.05,2012,172405.42954516335,53.69900486559081
997,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS FERRUGINOSAS,Arcillas (Ton),2012,2012,386442.19,78.05,2012,719644.9747388597,53.69900486559081
998,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,1230536.83,78.05,2012,2291544.9421829088,53.69900486559081
999,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,2012,1712366.0,78.05,2012,3188822.594172966,53.69900486559081
1000,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2012,2012,15014856.0,78.05,2012,27961143.856543243,53.69900486559081
1001,54261,El Zulia,Norte de Santander,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2012,2012,8012.0,78.05,2012,14920.20200384369,53.69900486559081
1002,54377,Labateca,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,13630945.47,78.05,2012,25383981.517196465,53.69900486559081
1003,54385,La Esperanza,Norte de Santander,Materiales Construcción (M3),ASFALTITA,Mat Cons (M3),2012,2012,51180.0,78.05,2012,95309.02877642537,53.69900486559081
1004,54385,La Esperanza,Norte de Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,173503.0,78.05,2012,323102.82180140936,53.69900486559081
1005,54405,Los Patios,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,47419535.76,78.05,2012,88306172.30001117,53.69900486559081
1006,54405,Los Patios,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,2955712.89,78.05,2012,5504222.838762435,53.69900486559081
1007,54405,Los Patios,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS FERRUGINOSAS,Arcillas (Ton),2012,2012,768000.0,78.05,2012,1430194.1012171686,53.69900486559081
1008,54405,Los Patios,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,1129040.0,78.05,2012,2102534.307341448,53.69900486559081
1009,54405,Los Patios,Norte de Santander,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,2012,12110983.91,78.05,2012,22553460.609398488,53.69900486559081
1010,54480,Mutiscua,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,6135800.92,78.05,2012,11426284.221389161,53.69900486559081
1011,54498,Ocaña,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,967411.0,78.05,2012,1801543.6271518257,53.69900486559081
1012,54498,Ocaña,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,2012,167978.0,78.05,2012,312813.9905393978,53.69900486559081
1013,54498,Ocaña,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,676575.11,78.05,2012,1259939.7543650481,53.69900486559081
1014,54498,Ocaña,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,375047.0,78.05,2012,698424.4883843691,53.69900486559081
1015,54518,Pamplona,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,2036743.34,78.05,2012,3792888.4252100964,53.69900486559081
1016,54518,Pamplona,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,25150.22,78.05,2012,46835.5420420756,53.69900486559081
1017,54520,Pamplonita,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,51088655.24,78.05,2012,95138923.65021561,53.69900486559081
1018,54520,Pamplonita,Norte de Santander,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,2012,42699.96,78.05,2012,79517.22775287637,53.69900486559081
1019,54520,Pamplonita,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,62478.0,78.05,2012,116348.52481229982,53.69900486559081
1020,54660,Salazar,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,571863154.72,78.05,2012,1064941810.6562304,53.69900486559081
1021,54660,Salazar,Norte de Santander,Carbon térmico (Ton),CARBON TERMICO,Carbon térmico (Ton),2012,2012,2820879.0,78.05,2012,5253130.867249199,53.69900486559081
1022,54673,San Cayetano - Norte de Santander,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,508495773.64,78.05,2012,946937052.0231621,53.69900486559081
1023,54673,San Cayetano - Norte de Santander,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,2012,43188.0,78.05,2012,80426.0714106342,53.69900486559081
1024,54673,San Cayetano - Norte de Santander,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,943571.14,78.05,2012,1757148.279305676,53.69900486559081
1025,54680,Santiago - Norte de Santander,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,109501695.95,78.05,2012,203917551.58979937,53.69900486559081
1026,54680,Santiago - Norte de Santander,Norte de Santander,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,2012,546060.0,78.05,2012,1016890.3527482384,53.69900486559081
1027,54720,Sardinata,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,3032761854.12,78.05,2012,5647705877.811025,53.69900486559081
1028,54720,Sardinata,Norte de Santander,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2012,2012,6519892.28,78.05,2012,12141551.40550437,53.69900486559081
1029,54810,Tibu,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,167809943.51999998,78.05,2012,312501030.4008987,53.69900486559081
1030,54810,Tibu,Norte de Santander,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,933094.54,78.05,2012,1737638.420554619,53.69900486559081
1031,54810,Tibu,Norte de Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,4659997.0,78.05,2012,8677995.079543883,53.69900486559081
1032,54810,Tibu,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,1808544.0,78.05,2012,3367928.33410378,53.69900486559081
1033,54820,Toledo - Norte de Santander,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,249935309.43,78.05,2012,465437506.8133773,53.69900486559081
1034,54874,Villa del Rosario,Norte de Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,768510.22,78.05,2012,1431144.2491785265,53.69900486559081
1035,54874,Villa del Rosario,Norte de Santander,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,919004.0,78.05,2012,1711398.5674413838,53.69900486559081
1036,54874,Villa del Rosario,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,1811934.4,78.05,2012,3374242.0451464443,53.69900486559081
1037,54874,Villa del Rosario,Norte de Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,600178.24,78.05,2012,1117671.065790237,53.69900486559081
1038,54874,Villa del Rosario,Norte de Santander,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,2012,763200.0,78.05,2012,1421255.388084561,53.69900486559081
1039,63001,Armenia - Quindio,Quindio,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,104725970.24,78.05,2012,195024042.81444365,53.69900486559081
1040,63001,Armenia - Quindio,Quindio,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,13567.02,78.05,2012,25264.937467572072,53.69900486559081
1041,63130,Calarca,Quindio,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,2012,102587.0,78.05,2012,191040.78419474696,53.69900486559081
1042,63130,Calarca,Quindio,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,2012,694900.0,78.05,2012,1294064.9491351699,53.69900486559081
1043,63130,Calarca,Quindio,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,671238.0,78.05,2012,1250000.817855221,53.69900486559081
1044,63130,Calarca,Quindio,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,69913.0,78.05,2012,130194.219008328,53.69900486559081
1045,63212,Cordoba - Quindio,Quindio,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,2012,84960.0,78.05,2012,158215.22244714928,53.69900486559081
1046,63302,Genova,Quindio,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,181500.0,78.05,2012,337995.09032671363,53.69900486559081
1047,63401,La Tebaida,Quindio,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,34614146.56,78.05,2012,64459568.00622207,53.69900486559081
1048,63401,La Tebaida,Quindio,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,119194.33,78.05,2012,221967.48393819347,53.69900486559081
1049,63401,La Tebaida,Quindio,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,2012,32788.96,78.05,2012,61060.647365944904,53.69900486559081
1050,63548,Pijao,Quindio,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,1190370.0,78.05,2012,2216744.9899295326,53.69900486559081
1051,63548,Pijao,Quindio,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,791000.0,78.05,2012,1473025.4349775785,53.69900486559081
1052,63548,Pijao,Quindio,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,3022.0,78.05,2012,5627.664809737348,53.69900486559081
1053,63594,Quimbaya,Quindio,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,128193.88,78.05,2012,238726.733057476,53.69900486559081
1054,63594,Quimbaya,Quindio,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,476.28,78.05,2012,886.9438105829596,53.69900486559081
1055,63690,Salento,Quindio,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,41686.13,78.05,2012,77629.24118303652,53.69900486559081
1056,66001,Pereira,Risaralda,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,2012,432615.38,78.05,2012,805630.1622028956,53.69900486559081
1057,66001,Pereira,Risaralda,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,14878001.43,78.05,2012,27706288.910269007,53.69900486559081
1058,66001,Pereira,Risaralda,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,42493.0,78.05,2012,79131.82023830878,53.69900486559081
1059,66001,Pereira,Risaralda,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,13443378.81,78.05,2012,25034688.899075363,53.69900486559081
1060,66001,Pereira,Risaralda,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,59816117.78,78.05,2012,111391482.8211815,53.69900486559081
1061,66001,Pereira,Risaralda,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,26842.59,78.05,2012,49987.12744712364,53.69900486559081
1062,66001,Pereira,Risaralda,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,120200.0,78.05,2012,223840.2746957079,53.69900486559081
1063,66045,Apia,Risaralda,Otro Mineral Metalico (Ton),MANGANESO,Otro Min met (Ton),2012,2012,653122.0,78.05,2012,1216264.624707239,53.69900486559081
1064,66075,Balboa - Risaralda,Risaralda,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,359170.0,78.05,2012,668857.8324663677,53.69900486559081
1065,66400,La Virginia,Risaralda,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,377585.57,78.05,2012,703151.8944254196,53.69900486559081
1066,66456,Mistrato,Risaralda,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,84401881.42,78.05,2012,157175876.22202465,53.69900486559081
1067,66456,Mistrato,Risaralda,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,48622.89,78.05,2012,90547.09695590007,53.69900486559081
1068,66594,Quinchia,Risaralda,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,362393075.59,78.05,2012,674859946.6546425,53.69900486559081
1069,66594,Quinchia,Risaralda,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,586383.66,78.05,2012,1091982.3588309034,53.69900486559081
1070,66682,Santa Rosa de Cabal,Risaralda,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,2012,239136.5,78.05,2012,445327.61938244716,53.69900486559081
1071,66682,Santa Rosa de Cabal,Risaralda,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,747158.15,78.05,2012,1391381.743237412,53.69900486559081
1072,66682,Santa Rosa de Cabal,Risaralda,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,48310.08,78.05,2012,89964.57219443946,53.69900486559081
1073,66687,Santuario,Risaralda,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,2012,621329.19,78.05,2012,1157059.0396510954,53.69900486559081
1074,68001,Bucaramanga,Santander,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,2012,68200.0,78.05,2012,127004.21575912877,53.69900486559081
1075,68001,Bucaramanga,Santander,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,7276304.0,78.05,2012,13550165.442008968,53.69900486559081
1076,68001,Bucaramanga,Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,2137525.0,78.05,2012,3980567.2476617554,53.69900486559081
1077,68001,Bucaramanga,Santander,Metales Preciosos (Gr),ORO,Oro (Gr),2012,2012,2490167.33,78.05,2012,4637269.044804305,53.69900486559081
1078,68001,Bucaramanga,Santander,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,2012,3220789.12,78.05,2012,5997856.2508964,53.69900486559081
1079,68001,Bucaramanga,Santander,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,2012,16707771.66,78.05,2012,31113745.407051276,53.69900486559081
1080,68013,Aguada,Santander,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,2012,10529463.08,78.05,2012,19608302.065104112,53.69900486559081
1081,68013,Aguada,Santander,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,2012,8736.42,78.05,2012,16269.240038744396,53.69900486559081
1082,68020,Albania - Santander,Santander,Carbon (Ton),CARBON,Carbon (Ton),2012,2012,6951867.0,78.05,2012,12945988.510216529,53.69900486559081
1083,68051,Aratoca,Santander,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2012,2285000.4,78.05,2012,4255200.642394363,53.69900486559081
1084,68079,Barichara,Santander,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,2012,53168.0,78.05,2012,99011.14579884689,53.69900486559081
