Código DANE,Municipio,Departamento,clasificacion,Recurso Natural,min agrupado,Periodo,Regalías causadas,Regalías causadas %
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2012,1493871.0,4.14578963496862e-08
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2013-2014,12196868.23,3.384873920640542e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2015-2016,2675695.4499999997,7.425587927567171e-08
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,549651.0,1.5253910268357425e-08
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2013-2014,5771.0,1.6015674702436764e-10
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,4705592.0,1.3058955251150374e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,39215575.96,1.0883103584197873e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2019-2020,89949386.73,2.4962746795206414e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,201093978.43,5.5807585221863025e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,58579855.0,1.6257076794245602e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2012,2846567.85,7.89979287887971e-08
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2013-2014,17722782.42,4.918425195993502e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2015-2016,2999832.62,8.325133149138554e-08
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,5404146.0,1.4997581767540257e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,9970226.5,2.766936481261733e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2015-2016,41137365.5,1.141643846756619e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2017-2018,221777511.69,6.154767776023057e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2019-2020,206707640.16,5.736548818767828e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,329081144.18,9.132657348626878e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,206707460.0,5.736543818968912e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,8937933.42,2.4804545861507206e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,29150816.0,8.089932184484298e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2017-2018,59845141.489999995,1.6608219002341736e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2019-2020,51151196.75,1.4195476135649637e-06
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2021-2022,14800004.28,4.107296034364093e-07
5001,Medellin,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2023-2024,32290932.0,8.961376932082927e-07
5001,Medellin,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2012,193661229.51,5.374484932084746e-06
5001,Medellin,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,23040275.09,6.394135347359156e-07
5001,Medellin,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,397524.58999999997,1.1032099323617303e-08
5001,Medellin,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,45725.29,1.268967891725151e-09
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2017-2018,614258.0,1.7046883228850114e-08
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2013-2014,2036781.0,5.652473043857885e-08
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,10625362.0,2.948749634164493e-07
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS FERRUGINOSAS,Arcillas (Ton),2012,836927.0,2.322639158150458e-08
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,493082.0,1.3684007821221493e-08
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2013-2014,40487684.0,1.123613890831838e-06
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2015-2016,20643356.0,5.728942548303521e-07
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2017-2018,36566792.0,1.014801326604864e-06
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,34691261.0,9.627516049096015e-07
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,40266906.0,1.1174868614964462e-06
5001,Medellin,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,28502067.0,7.909891412563813e-07
5001,Medellin,Antioquia,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2021-2022,16699386.0,4.634412301272338e-07
5001,Medellin,Antioquia,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2023-2024,38082668.0,1.0568699055430567e-06
5002,Abejorral,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,186687.24,5.18094282955422e-09
5002,Abejorral,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2012,3440572.32,9.54827362109308e-08
5002,Abejorral,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,5262117.24,1.4603423663476755e-07
5002,Abejorral,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,47166481.48,1.308963826446349e-06
5002,Abejorral,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,840290.16,2.3319725971614174e-08
5002,Abejorral,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,133820.45,3.713784085485538e-09
5002,Abejorral,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,15975.46,4.433508414170688e-10
5002,Abejorral,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,156.07,4.331253423686199e-12
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2013-2014,14085239.8,3.9089346515788503e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2015-2016,14443232.03,4.0082846273487324e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2017-2018,13962652.0,3.874914094876591e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2019-2020,11922101.0,3.308620540384613e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,18981633.0,5.267781310848013e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2023-2024,2088159.0,5.7950572294170244e-08
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,1062347.0,2.9482245664719436e-08
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,4552526.0,1.2634166607240622e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2012,11211408.0,3.1113890744116644e-07
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2013-2014,92950128.0,2.5795512278597453e-06
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2015-2016,92806347.0,2.5755610186682863e-06
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2017-2018,40354760.0,1.1199249850197661e-06
5002,Abejorral,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2019-2020,15445899.0,4.2865446867214227e-07
5002,Abejorral,Antioquia,Rocas Ornamentales (M3),MARMOL,Rocas Ornamentales (M3),2013-2014,219099.0,6.080433740476854e-09
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2012,11208139.530000001,3.110482008871989e-07
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,25452144.91,7.063477271839224e-07
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,9186757.44,2.5495082087893036e-07
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,49987311.62,1.3872474825078101e-06
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,170769971.47,4.7392069173590825e-06
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,141866291.01000002,3.9370722024907105e-06
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,3019302.1,8.379164834861236e-08
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,5024.55,1.3944127244174084e-10
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,84602.4,2.347885145460814e-09
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,68889.33,1.911816149278839e-09
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,479373.58,1.3303571856216507e-08
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,280962.84,7.797278546028051e-09
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,5717.99,1.5868561391749503e-10
5004,Abriaqui,Antioquia,Metales Preciosos (Gr),PLATINO,Platino (Gr),2023-2024,690427.3,1.9160733048833335e-08
5021,Alejandria,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,11945788.309999999,3.3151942408097695e-07
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2012,1051738901.3399999,2.9187849793380125e-05
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2013-2014,2094346210.01,5.812227969814845e-05
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2015-2016,867137601.64,2.4064795962774968e-05
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2017-2018,331745668.38,9.20660320345961e-06
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2019-2020,1462498340.33,4.058724254302362e-05
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2021-2022,1706058383.15,4.734651895320676e-05
5030,Amaga,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2023-2024,1885019461.13,5.231304539459491e-05
5030,Amaga,Antioquia,Carbon térmico (Ton),CARBON TERMICO,Carbon térmico (Ton),2023-2024,306917410.08,8.517569572614218e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,5000.0,1.3875996103306847e-10
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2013-2014,4724189.04,1.3110565742064983e-07
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,41479226.56,1.1511311722294838e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,64843598.769999996,1.7995390477138251e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2019-2020,59351427.62,1.6471203567616366e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,96892069.42,2.688947955426513e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,50105778.86,1.3905351844290292e-06
5030,Amaga,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,1287112.0,3.571992219303897e-08
5030,Amaga,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2015-2016,2083381.0,5.781797327540704e-08
5030,Amaga,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,329039.0,9.131487763671964e-09
5030,Amaga,Antioquia,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,478743.0,1.328607200497086e-08
5030,Amaga,Antioquia,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,24904868.49,6.911597162412189e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,635566.0,1.763822267878864e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2013-2014,1096350.0,3.0425896655720925e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2015-2016,1337228.0,3.711074103446562e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2017-2018,411936.0,1.143204466162362e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2019-2020,65000.0,1.8038794934298901e-09
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,257919.0,7.157766077937597e-09
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2013-2014,3065820.0,8.50826127468804e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2015-2016,3559190.0,9.87746131418574e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2017-2018,3271910.0,9.080202082074142e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2019-2020,2761084.0,7.662558164980576e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,6950420.0,1.9288800167269194e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,1073606.0,2.97947053449737e-08
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2013-2014,25063883.62,6.955727028897126e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2015-2016,10665008.45,2.959752313878692e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2017-2018,15373155.85,4.266357013402577e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,24297981.0,6.743173793484476e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,20924596.0,5.806992251185401e-07
5030,Amaga,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,15310521.0,4.248974594711953e-07
5031,Amalfi,Antioquia,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,1301923.0,3.613095694961112e-08
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2012,1143869888.83,3.174466824019023e-05
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,2156269951.95,5.9840786901871676e-05
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,3723847059.09,0.000103344174562487
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,2998209219.42,8.320627889114117e-05
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,3633363619.58,0.00010083307885437788
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,3894592512.3,0.00010808270104928565
5031,Amalfi,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,1502834857.3700001,4.170666124955965e-05
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,3488399.67,9.681004045539378e-08
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,4301845.23,1.193847752970183e-07
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2015-2016,8394285.46,2.3295814466601066e-07
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,8541393.74,2.37040692506099e-07
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,4047733.15,1.123326588332519e-07
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,4339365.85,1.2042604725084559e-07
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,2216336.04,6.150774050931705e-08
5031,Amalfi,Antioquia,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,2972542.55,8.24939776814276e-08
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2013-2014,10705945.33,2.971113113625923e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2015-2016,17159307.98,4.7620498133184417e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2017-2018,18932411.0,5.254121225244073e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2019-2020,14754429.0,4.094647986210351e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,11196318.0,3.1072012987876864e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2023-2024,3771300.0,1.0466108820880223e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,2605211.0,7.229979536858427e-08
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,8464701.0,2.3491231618331515e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,4023722.0,1.1166630158558006e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2013-2014,26290366.990000002,7.296100598154939e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2015-2016,19640000.07,5.450491288805325e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2017-2018,10118177.0,2.807995692491379e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2019-2020,4316835.0,1.1980077127723724e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2021-2022,1740526.0,4.8303063987408504e-08
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),CALIZAS,Calizas (Ton),2023-2024,6108416.0,1.695207132267544e-07
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),DOLOMITA,Calizas (Ton),2013-2014,51749156.129999995,1.436142177618595e-06
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),DOLOMITA,Calizas (Ton),2015-2016,55015082.879999995,1.5267781513319664e-06
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),DOLOMITA,Calizas (Ton),2017-2018,53803789.0,1.4931623330142875e-06
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),DOLOMITA,Calizas (Ton),2021-2022,3143696.0,8.724382689196265e-08
5031,Amalfi,Antioquia,Otro Mineral No Metalico (Ton),DOLOMITA,Calizas (Ton),2023-2024,13689875.0,3.7992130430951563e-07
5034,Andes,Antioquia,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,30150.0,8.367225650294029e-10
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,409727.0,1.1370740510839209e-08
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,1176634.0,3.26539375980367e-08
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2015-2016,788772.0,2.1889994396795096e-08
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS,Gravas (M3),2017-2018,908308.0,2.520735653720487e-08
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,324182.0,8.99669633752444e-09
5034,Andes,Antioquia,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2013-2014,801324.8400000001,2.223836071464597e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2012,49065207.349999994,1.3616572519930848e-06
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,158306403.66,4.393318080629361e-06
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,1987207993.1,5.5148980737431636e-05
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,911355454.96,2.5291929483504797e-05
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,1820430588.7,5.052057551028358e-05
5034,Andes,Antioquia,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,2277162506.69,6.319579613885378e-05
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,458554.78,1.2725808680865457e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,1547366.1,4.294249194797823e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2015-2016,2471864.76,6.859917155532302e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,1466178.57,4.0689376248144015e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,3399519.12,9.434342812447425e-08
5034,Andes,Antioquia,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,8669284.81,2.405899244840345e-07
5034,Andes,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,17913.0,4.971214363970711e-10
5034,Andes,Antioquia,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2012,1905.0,5.286754515359909e-11
5034,Andes,Antioquia,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2021-2022,739932.0,2.0534587097424084e-08
5034,Andes,Antioquia,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2023-2024,2899528.0,8.04676784588582e-08
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2012,54852809.230000004,1.522274734261828e-06
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2013-2014,99297117.22999999,2.755692823506166e-06
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2015-2016,9645108.91,2.676709873022603e-07
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2017-2018,27584968.96,7.655378435976007e-07
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2019-2020,26851599.78,7.451853878296701e-07
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2021-2022,280914352.62,7.795932924636171e-06
5036,Angelopolis,Antioquia,Carbon (Ton),CARBON,Carbon (Ton),2023-2024,183962180.28,5.105316993442223e-06
5036,Angelopolis,Antioquia,Carbon térmico (Ton),CARBON TERMICO,Carbon térmico (Ton),2023-2024,41964396.99,1.1645956182217232e-06
5036,Angelopolis,Antioquia,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,9930.0,2.7557728261167397e-10
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2012,3343069.0,9.277682483417183e-08
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2013-2014,9960294.0,2.764180014635811e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2015-2016,1210653.0,3.359803262091349e-08
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2017-2018,4007665.0,1.1122068784671846e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2019-2020,3672422.0,1.0191702672339667e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,6269828.0,1.7400021779280832e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2023-2024,4840101.0,1.3432244523122314e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,7420369.0,2.0593002265819785e-07
5036,Angelopolis,Antioquia,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,1811670.0,5.027745172095583e-08
5036,Angelopolis,Antioquia,Rocas Ornamentales (M3),SERPENTINA (BLOQUE MENOR A 1 M3),Rocas Ornamentales (M3),2023-2024,18896209.0,5.244074449025436e-07
5036,Angelopolis,Antioquia,Rocas Ornamentales (M3),SERPENTINA EN RAJON,Rocas Ornamentales (M3),2021-2022,48294699.0,1.3402741102687542e-06
5036,Angelopolis,Antioquia,Rocas Ornamentales (M3),SERPENTINA EN RAJON,Rocas Ornamentales (M3),2023-2024,5149348.0,1.429046655651418e-07
5036,Angelopolis,Antioquia,Rocas Ornamentales (Ton),SERPENTINITA,Rocas Ornamentales (Ton),2012,1293566.0,3.589903355074045e-08
5036,Angelopolis,Antioquia,Rocas Ornamentales (Ton),SERPENTINITA,Rocas Ornamentales (Ton),2017-2018,18690669.0,5.187033004243961e-07
